timestamp,prompt,saePath,saeEnabled,maxNewTokens,temperature,topP,seed,steeringMode,notebookExperiment,notebookMethod,notebookFactor,notebookTopK,projection,projectorLocation,hookPointTarget,hookLayerIndex,featureIds,value,factor,threshold,topK,tokenIndex,hookPoint,hookPointLabel,elapsedSeconds,positiveLabel,negativeLabel,notebookVectorNonzero,baselineFile,positiveSteeredFile,negativeSteeredFile
2026-05-07T22:52:33.157702,Should I wear a blanket today?,C:\Users\amsba\Desktop\Code\Experimentation\LLMIdeas\LLMsFinalProjectIdeas\idea_1\saved_saes\shrink_mid_1\shrink\best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,302.13940159999765,hot,cold,216,2026-05-07_22-52-33-157702_baseline.txt,2026-05-07_22-52-33-157702_positive.txt,2026-05-07_22-52-33-157702_negative.txt
2026-05-08T06:29:03.349569,Will I need a blanket today?,C:\Users\amsba\Desktop\Code\Experimentation\LLMIdeas\LLMsFinalProjectIdeas\idea_1\saved_saes\shrink_mid_1\shrink\best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,338.1451610000804,hot,cold,216,2026-05-08_06-29-03-349569_baseline.txt,2026-05-08_06-29-03-349569_positive.txt,2026-05-08_06-29-03-349569_negative.txt
2026-05-08T06:46:30.815065,Will I need a blanket today?,C:\Users\amsba\Desktop\Code\Experimentation\LLMIdeas\LLMsFinalProjectIdeas\idea_1\saved_saes\shrink_mid_1\shrink,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,317.5501581999706,hot,cold,216,2026-05-08_06-46-30-815065_baseline.txt,2026-05-08_06-46-30-815065_positive.txt,2026-05-08_06-46-30-815065_negative.txt
2026-05-08T16:03:39.461578,Will I need a blanket today?,C:\Users\amsba\Desktop\Code\Experimentation\LLMIdeas\LLMsFinalProjectIdeas\idea_1\saved_saes\relu_mid_1\relu\best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,add,10,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,270.55318619997706,hot,cold,907,2026-05-08_16-03-39-461578_baseline.txt,2026-05-08_16-03-39-461578_positive.txt,2026-05-08_16-03-39-461578_negative.txt
2026-05-08T16:35:11.017900,Will I need a blanket today?,C:\Users\amsba\Desktop\Code\Experimentation\LLMIdeas\LLMsFinalProjectIdeas\idea_1\saved_saes\relu_mid_1\relu\best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,265.305249499972,hot,cold,907,2026-05-08_16-35-11-017900_baseline.txt,2026-05-08_16-35-11-017900_positive.txt,2026-05-08_16-35-11-017900_negative.txt
2026-05-08T16:41:18.196093,Will I need a blanket today?,C:\Users\amsba\Desktop\Code\Experimentation\LLMIdeas\LLMsFinalProjectIdeas\idea_1\saved_saes\shrink_mid_1\shrink\best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,250.76403860002756,hot,cold,218,2026-05-08_16-41-18-196093_baseline.txt,2026-05-08_16-41-18-196093_positive.txt,2026-05-08_16-41-18-196093_negative.txt
2026-05-09T08:08:41.446996,is the temperature outside hot or cold?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,add,10,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.2983787804841995,hot,cold,218,2026-05-09_08-08-41-446996_baseline.txt,2026-05-09_08-08-41-446996_positive.txt,2026-05-09_08-08-41-446996_negative.txt
2026-05-09T08:08:53.570113,tell me a story about a rainy afternoon,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,happy_sad,add,6,100,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.04758614487946,happy,sad,100,2026-05-09_08-08-53-570113_baseline.txt,2026-05-09_08-08-53-570113_positive.txt,2026-05-09_08-08-53-570113_negative.txt
2026-05-09T11:55:14.886402,is the temperature outside hot or cold?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,add,10,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,5.289400001987815,hot,cold,218,2026-05-09_11-55-14-886402_baseline.txt,2026-05-09_11-55-14-886402_positive.txt,2026-05-09_11-55-14-886402_negative.txt
2026-05-09T11:55:25.023511,is the temperature outside hot or cold?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.19442336820066,hot,cold,218,2026-05-09_11-55-25-023511_baseline.txt,2026-05-09_11-55-25-023511_positive.txt,2026-05-09_11-55-25-023511_negative.txt
2026-05-09T11:55:46.798176,Tell me a story about mt everest,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.1255650408566,hot,cold,218,2026-05-09_11-55-46-798176_baseline.txt,2026-05-09_11-55-46-798176_positive.txt,2026-05-09_11-55-46-798176_negative.txt
2026-05-09T11:56:12.208581,Tell me a story about mt everest.,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.159122485667467,hot,cold,218,2026-05-09_11-56-12-208581_baseline.txt,2026-05-09_11-56-12-208581_positive.txt,2026-05-09_11-56-12-208581_negative.txt
2026-05-09T11:56:33.893232,Tell me a story about mt everest?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.163396677002311,hot,cold,218,2026-05-09_11-56-33-893232_baseline.txt,2026-05-09_11-56-33-893232_positive.txt,2026-05-09_11-56-33-893232_negative.txt
2026-05-09T11:56:44.038197,Tell me a story about mt everest,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.182914167642593,hot,cold,218,2026-05-09_11-56-44-038197_baseline.txt,2026-05-09_11-56-44-038197_positive.txt,2026-05-09_11-56-44-038197_negative.txt
2026-05-09T11:57:11.765659,Tell me a story about mt everest,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,add,10,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,5.029637333005667,hot,cold,218,2026-05-09_11-57-11-765659_baseline.txt,2026-05-09_11-57-11-765659_positive.txt,2026-05-09_11-57-11-765659_negative.txt
2026-05-09T11:57:37.863842,Tell me a story about the cold wind,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,add,10,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,5.039234170690179,hot,cold,218,2026-05-09_11-57-37-863842_baseline.txt,2026-05-09_11-57-37-863842_positive.txt,2026-05-09_11-57-37-863842_negative.txt
2026-05-09T11:58:56.518739,Tell me a story about the the burning sun,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,add,10,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,4.982598112896085,hot,cold,218,2026-05-09_11-58-56-518739_baseline.txt,2026-05-09_11-58-56-518739_positive.txt,2026-05-09_11-58-56-518739_negative.txt
2026-05-09T11:59:28.312999,tell me a story of a patient at a hospital,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,add,10,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,4.994903007522225,hot,cold,218,2026-05-09_11-59-28-312999_baseline.txt,2026-05-09_11-59-28-312999_positive.txt,2026-05-09_11-59-28-312999_negative.txt
2026-05-09T11:59:38.580871,tell me a story of a patient at a hospital,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.199723334982991,hot,cold,218,2026-05-09_11-59-38-580871_baseline.txt,2026-05-09_11-59-38-580871_positive.txt,2026-05-09_11-59-38-580871_negative.txt
2026-05-09T12:00:30.475034,Should I bring a blanket for today?,/home/andyholmberg/Projects/MATH498-Sparse-Autoencoder-Manipulation/saved_saes/shrink_mid_1/shrink/best_step_update,True,100,0.8,0.95,42,notebook_delta_pair,hot_cold,project,1,1000,identity,post_activation,checkpoint,0,,20,2,1,50,all,blocks.9.hook_resid_post,checkpoint hook,6.1900523360818624,hot,cold,218,2026-05-09_12-00-30-475034_baseline.txt,2026-05-09_12-00-30-475034_positive.txt,2026-05-09_12-00-30-475034_negative.txt
